advertiser_id,campaign_id,date,impressions,clicks,installs,cost_micros
1,7,2018-10-27,74332,1843,212,1316520000
1,7,2018-10-28,17745,807,113,701730000
1,7,2018-10-29,35809,407,60,372600000
1,7,2018-10-30,52560,471,39,242190000
1,7,2018-10-31,33573,244,33,204930000
1,7,2018-11-01,23303,250,35,217350000
1,7,2018-11-02,25323,1104,152,943920000
1,7,2018-11-03,12412,466,49,304290000
1,7,2018-11-04,41733,670,34,211140000
1,7,2018-11-05,27770,615,56,347760000
1,7,2018-11-06,70889,1501,131,813510000
1,7,2018-11-07,82234,3159,173,1074330000
1,7,2018-11-08,4679,48,7,43470000
1,7,2018-11-09,63699,936,47,291870000
1,7,2018-11-10,81246,869,81,503010000
1,7,2018-11-11,19824,333,36,223560000
1,8,2018-12-24,57527,782,57,656880000
1,8,2018-12-25,52484,1790,195,1503600000
1,8,2018-12-26,8797,221,13,185640000
1,8,2018-12-27,35097,1328,76,1115520000
1,8,2018-12-28,96033,3232,402,2714880000
1,8,2018-12-29,87377,4329,634,3636360000
1,8,2018-12-30,76947,3610,469,3032400000
1,9,2018-05-26,18198,668,60,514360000
1,9,2018-05-27,77546,3012,191,2319240000
1,9,2018-05-28,5848,279,40,214830000
1,9,2018-05-29,15217,185,24,142450000
1,9,2018-05-30,49450,609,56,468930000
1,9,2018-05-31,12450,254,26,195580000
1,9,2018-06-01,23437,142,8,109340000
1,9,2018-06-02,27810,1069,72,823130000
1,9,2018-06-03,83885,985,114,758450000
1,9,2018-06-04,72982,2407,305,1853390000
1,9,2018-06-05,12477,543,53,418110000
1,9,2018-06-06,93540,1129,141,869330000
1,9,2018-06-07,94144,1422,163,1094940000
1,10,2018-10-07,54269,1405,184,1339520000
1,10,2018-10-08,74509,606,49,356720000
1,10,2018-10-09,32832,892,129,939120000
1,10,2018-10-10,39043,733,98,713440000
1,10,2018-10-11,50323,817,41,298480000
1,10,2018-10-12,70981,3358,368,2679040000
1,10,2018-10-13,72376,3363,185,1346800000
1,10,2018-10-14,72395,512,54,393120000
1,10,2018-10-15,82140,3898,498,3625440000
1,10,2018-10-16,85079,3879,518,3771040000
1,10,2018-10-17,32276,653,53,385840000
1,10,2018-10-18,15746,119,14,101920000
1,10,2018-10-19,18045,112,17,123760000
1,10,2018-10-20,89787,2217,310,2256800000
1,10,2018-10-21,95812,3804,534,3887520000
1,10,2018-10-22,29146,477,64,465920000
1,10,2018-10-23,24700,877,54,393120000
1,10,2018-10-24,27224,469,37,269360000
1,10,2018-10-25,27444,854,77,560560000
1,10,2018-10-26,18024,897,78,567840000
1,10,2018-10-27,88272,1382,155,1128400000
1,10,2018-10-28,6623,66,10,72800000
1,10,2018-10-29,96240,4306,486,3538080000
1,10,2018-10-30,80423,1388,159,1157520000
1,10,2018-10-31,6798,93,7,50960000
1,11,2018-01-15,55633,433,52,562120000
1,11,2018-01-16,9613,250,21,227010000
1,11,2018-01-17,74729,1591,151,1632310000
1,11,2018-01-18,44524,604,86,929660000
1,11,2018-01-19,70190,2598,265,2864650000
1,11,2018-01-20,89936,493,39,421590000
1,11,2018-01-21,44428,527,43,464830000
1,11,2018-01-22,96651,2704,184,1989040000
1,11,2018-01-23,54958,1432,194,2097140000
1,11,2018-01-24,13499,395,35,378350000
1,11,2018-01-25,46654,1642,242,2616020000
1,11,2018-01-26,90891,1573,143,1545830000
1,11,2018-01-27,52914,2058,205,2216050000
1,11,2018-01-28,80202,1147,160,1729600000
1,11,2018-01-29,58918,1703,180,1945800000
1,11,2018-01-30,92239,4195,283,3059230000
1,11,2018-01-31,33429,228,14,151340000
1,11,2018-02-01,9107,234,32,345920000
1,11,2018-02-02,80196,3604,215,2324150000
1,12,2018-01-07,25044,591,36,620550000
1,12,2018-01-08,18675,202,13,212100000
1,12,2018-01-09,2256,108,6,113400000
1,12,2018-01-10,30541,914,114,959700000
1,12,2018-01-11,27873,404,55,424200000
1,12,2018-01-12,31013,175,13,183750000
1,12,2018-01-13,40420,742,110,779100000
1,12,2018-01-14,28074,325,32,341250000
1,12,2018-01-15,92136,1872,148,1965600000
1,12,2018-01-16,23384,457,30,479850000
1,12,2018-01-17,78496,2790,264,2929500000
1,12,2018-01-18,81366,2066,164,2169300000
1,13,2018-06-29,33845,1326,106,503880000
1,13,2018-06-30,24528,357,18,135660000
1,13,2018-07-01,37923,1391,76,528580000
1,13,2018-07-02,6418,34,5,12920000
1,13,2018-07-03,20555,539,32,204820000
1,13,2018-07-04,2171,107,15,40660000
1,13,2018-07-05,82764,2789,294,1059820000
1,13,2018-07-06,73675,2728,368,1036640000
1,13,2018-07-07,47779,1116,164,424080000
1,13,2018-07-08,74794,870,72,330600000
1,13,2018-07-09,36131,1536,207,583680000
1,13,2018-07-10,58966,2413,329,916940000
1,13,2018-07-11,19457,612,56,232560000
1,13,2018-07-12,23618,816,80,310080000
1,13,2018-07-13,84066,2873,383,1091740000
1,13,2018-07-14,42421,994,109,377720000
1,13,2018-07-15,8688,344,35,130720000
1,13,2018-07-16,56790,1498,180,569240000
1,13,2018-07-17,66496,3155,426,1198900000
1,13,2018-07-18,55465,2260,146,858800000
1,13,2018-07-19,92758,4386,357,1666680000
1,13,2018-07-20,94400,2978,325,1131640000
1,13,2018-07-21,51627,615,57,233700000
1,13,2018-07-22,37224,585,81,222300000
1,13,2018-07-23,56151,1340,73,509200000
1,13,2018-07-24,51685,2229,169,847020000
1,13,2018-07-25,80687,2588,370,983440000
1,13,2018-07-26,6809,239,24,90820000
1,13,2018-07-27,8553,108,12,41040000
1,13,2018-07-28,97930,2048,123,778240000
1,14,2018-07-31,5935,123,8,50430000
1,14,2018-08-01,26513,886,44,363260000
1,14,2018-08-02,12853,255,22,104550000
1,14,2018-08-03,33701,236,18,96760000
1,14,2018-08-04,98437,1679,84,688390000
1,14,2018-08-05,414,19,1,7790000
1,14,2018-08-06,38342,974,67,399340000
1,14,2018-08-07,62144,3038,431,1245580000
1,14,2018-08-08,68105,2389,352,979490000
1,14,2018-08-09,95123,1512,108,619920000
1,14,2018-08-10,59319,1993,132,817130000
1,14,2018-08-11,41604,1278,110,523980000
1,14,2018-08-12,35287,651,94,266910000
1,14,2018-08-13,32425,461,62,189010000
1,14,2018-08-14,90530,2499,373,1024590000
1,14,2018-08-15,87680,2611,258,1070510000
1,14,2018-08-16,30879,1402,135,574820000
1,14,2018-08-17,80003,1991,122,816310000
1,14,2018-08-18,22807,201,15,82410000
1,14,2018-08-19,48885,1925,127,789250000
1,14,2018-08-20,90983,1963,139,804830000
1,14,2018-08-21,74574,2642,161,1083220000
1,14,2018-08-22,24704,488,29,200080000
1,14,2018-08-23,92982,4060,502,1664600000
1,15,2018-05-18,57312,2411,347,2073460000
1,15,2018-05-19,72564,2015,265,1732900000
1,15,2018-05-20,81765,2159,159,1856740000
1,15,2018-05-21,41356,588,81,505680000
1,15,2018-05-22,82346,1197,158,1029420000
1,16,2018-10-13,29874,787,100,938000000
1,16,2018-10-14,7109,87,5,46900000
1,16,2018-10-15,78779,2214,197,1847860000
1,16,2018-10-16,32842,720,50,469000000
1,16,2018-10-17,94714,4600,370,3470600000
1,16,2018-10-18,95489,4531,634,5946920000
1,16,2018-10-19,76480,526,70,656600000
1,16,2018-10-20,14915,328,24,225120000
1,16,2018-10-21,91664,1484,151,1416380000
1,16,2018-10-22,51233,1776,134,1256920000
1,16,2018-10-23,2150,107,9,84420000
1,16,2018-10-24,70345,2773,378,3545640000
1,16,2018-10-25,90452,1115,135,1266300000
1,16,2018-10-26,24163,1045,95,891100000
1,16,2018-10-27,97271,962,144,1350720000
1,16,2018-10-28,42631,284,28,262640000
1,16,2018-10-29,58265,1991,236,2213680000
1,17,2018-12-29,25338,273,16,93920000
1,17,2018-12-30,85865,2673,243,1426410000
1,17,2018-12-31,63240,1690,103,604610000
1,18,2018-09-13,15254,168,24,218640000
1,18,2018-09-14,29316,788,41,373510000
1,18,2018-09-15,33179,580,74,674140000
1,18,2018-09-16,86605,3510,443,4035730000
1,18,2018-09-17,79072,2705,138,1257180000
1,18,2018-09-18,17706,681,46,419060000
1,18,2018-09-19,50860,628,44,400840000
1,18,2018-09-20,4885,186,24,218640000
1,18,2018-09-21,68664,1761,258,2350380000
1,18,2018-09-22,30444,284,22,200420000
1,18,2018-09-23,19012,533,34,309740000
1,18,2018-09-24,60814,3011,219,1995090000
1,19,2018-04-19,879,6,1,8790000
1,19,2018-04-20,92450,3507,500,924500000
1,19,2018-04-21,56046,1118,156,560460000
1,19,2018-04-22,55345,630,32,553450000
1,19,2018-04-23,32014,1450,104,320140000
1,19,2018-04-24,54093,1458,90,540930000
1,19,2018-04-25,59653,549,69,596530000
1,19,2018-04-26,9157,180,15,91570000
1,19,2018-04-27,19766,822,90,197660000
1,19,2018-04-28,23233,826,117,232330000
1,19,2018-04-29,83553,1351,185,835530000
1,19,2018-04-30,5885,206,22,58850000
1,19,2018-05-01,5244,172,25,52440000
1,20,2018-09-17,11418,319,39,228360000
1,20,2018-09-18,80395,753,91,1607900000
1,20,2018-09-19,89055,3527,439,1781100000
1,20,2018-09-20,33067,1330,81,661340000
1,20,2018-09-21,48384,526,74,967680000
1,20,2018-09-22,48570,518,31,971400000
1,21,2018-07-02,82212,2351,160,891200000
1,21,2018-07-03,42365,1038,57,317490000
1,21,2018-07-04,84605,3873,491,2734870000
1,21,2018-07-05,52938,864,128,712960000
1,21,2018-07-06,6497,135,12,66840000
1,21,2018-07-07,66194,1582,138,768660000
1,21,2018-07-08,26589,1100,116,646120000
1,21,2018-07-09,51398,1410,196,1091720000
1,22,2018-01-03,14280,570,64,359100000
1,22,2018-01-04,95492,2989,428,1883070000
1,22,2018-01-05,94287,4555,411,2869650000
1,22,2018-01-06,52643,1616,168,1018080000
1,22,2018-01-07,5507,141,20,88830000
1,22,2018-01-08,96541,3022,175,1903860000
1,22,2018-01-09,38220,1781,92,1122030000
1,22,2018-01-10,58371,1883,119,1186290000
1,22,2018-01-11,64652,2067,144,1302210000
1,22,2018-01-12,12843,371,44,233730000
1,22,2018-01-13,26493,1022,76,643860000
1,22,2018-01-14,99654,2079,270,1309770000
1,22,2018-01-15,87281,3973,353,2502990000
1,22,2018-01-16,60394,1015,124,639450000
1,22,2018-01-17,29088,499,51,314370000
1,22,2018-01-18,85706,1523,152,959490000
1,22,2018-01-19,21980,184,11,115920000
1,22,2018-01-20,40665,985,103,620550000
1,22,2018-01-21,33152,491,38,309330000
1,22,2018-01-22,36372,732,106,461160000
1,22,2018-01-23,54693,1588,229,1000440000
1,22,2018-01-24,26690,1013,66,638190000
1,22,2018-01-25,84287,2569,158,1618470000
1,22,2018-01-26,69797,661,68,416430000
1,22,2018-01-27,98897,4477,650,2820510000
1,22,2018-01-28,40053,1362,134,858060000
1,23,2018-02-27,84352,3636,270,1687500000
1,23,2018-02-28,95950,498,51,318750000
1,23,2018-03-01,26617,589,34,212500000
1,23,2018-03-02,12863,522,62,387500000
1,23,2018-03-03,62356,480,30,187500000
1,23,2018-03-04,86086,3510,458,2862500000
1,23,2018-03-05,78687,3481,229,1431250000
1,23,2018-03-06,55885,1599,170,1062500000
1,23,2018-03-07,66956,2913,274,1712500000
1,23,2018-03-08,77756,2145,314,1962500000
1,23,2018-03-09,220,8,1,6250000
1,23,2018-03-10,10094,246,19,118750000
1,23,2018-03-11,63070,2274,241,1506250000
1,23,2018-03-12,10287,364,24,150000000
1,23,2018-03-13,15242,378,52,325000000
1,23,2018-03-14,29490,1173,90,562500000
1,23,2018-03-15,11502,131,16,100000000
1,23,2018-03-16,95962,4171,211,1318750000
1,23,2018-03-17,95905,2643,376,2350000000
1,23,2018-03-18,71709,1700,186,1162500000
1,23,2018-03-19,16484,352,41,256250000
1,23,2018-03-20,46374,662,73,456250000
1,23,2018-03-21,79321,1673,135,843750000
1,24,2018-09-13,41770,1500,178,835400000
1,24,2018-09-14,74067,2481,316,1481340000
1,24,2018-09-15,85020,3174,267,1700400000
1,24,2018-09-16,56722,1388,87,1134440000
1,24,2018-09-17,62068,2598,145,1241360000
1,24,2018-09-18,52117,921,125,1042340000
1,24,2018-09-19,17742,571,65,354840000
1,24,2018-09-20,35857,800,40,717140000
1,24,2018-09-21,73976,2324,202,1479520000
1,24,2018-09-22,52294,2434,364,1045880000
1,24,2018-09-23,80125,572,50,1602500000
1,24,2018-09-24,72989,1776,231,1459780000
1,24,2018-09-25,34829,960,102,696580000
1,24,2018-09-26,32501,1310,77,650020000
1,24,2018-09-27,75903,1418,78,1518060000
1,24,2018-09-28,4221,63,4,84420000
1,24,2018-09-29,67647,1370,79,1352940000
1,24,2018-09-30,80035,3796,465,1600700000
1,24,2018-10-01,78322,2053,280,1566440000
1,24,2018-10-02,39535,333,41,790700000
1,24,2018-10-03,71478,1586,92,1429560000
1,24,2018-10-04,1453,7,1,29060000
1,24,2018-10-05,60286,1562,104,1205720000
1,25,2018-02-09,82943,2254,263,829430000
1,25,2018-02-10,5590,138,8,55900000
1,25,2018-02-11,38515,1183,102,385150000
1,25,2018-02-12,64605,2548,237,646050000
1,25,2018-02-13,51593,1421,158,515930000
1,26,2018-01-07,63410,2396,312,1198000000
1,26,2018-01-08,61527,2612,275,1306000000
1,26,2018-01-09,38396,1643,209,821500000
1,26,2018-01-10,3838,112,13,56000000
1,26,2018-01-11,76121,1138,116,569000000
1,26,2018-01-12,31263,642,55,321000000
1,26,2018-01-13,32383,637,59,318500000
1,26,2018-01-14,14697,634,39,317000000
1,26,2018-01-15,9211,367,39,183500000
1,26,2018-01-16,11114,485,73,242500000
1,26,2018-01-17,23300,510,28,255000000
1,26,2018-01-18,15586,89,13,44500000
1,26,2018-01-19,78168,3497,412,1748500000
1,26,2018-01-20,20689,206,15,103000000
1,26,2018-01-21,71540,1189,177,594500000
1,26,2018-01-22,30889,1002,126,501000000
1,26,2018-01-23,4385,126,9,63000000
1,26,2018-01-24,73047,3479,464,1739500000
1,26,2018-01-25,69798,1900,214,950000000
1,26,2018-01-26,92753,3946,276,1973000000
1,26,2018-01-27,75220,505,58,252500000
1,27,2018-06-01,97861,1026,67,410400000
1,27,2018-06-02,28173,450,33,180000000
1,27,2018-06-03,78408,2243,168,897200000
1,27,2018-06-04,50533,966,69,386400000
1,27,2018-06-05,34737,263,38,105200000
1,27,2018-06-06,63611,2130,207,852000000
1,27,2018-06-07,47882,1210,119,484000000
1,27,2018-06-08,84761,3595,218,1438000000
1,27,2018-06-09,39662,265,26,106000000
1,27,2018-06-10,98405,2696,371,1078400000
1,27,2018-06-11,39800,682,68,272800000
1,27,2018-06-12,68852,1458,77,583200000
1,27,2018-06-13,50619,703,87,281200000
1,27,2018-06-14,37621,1392,126,556800000
1,27,2018-06-15,53860,1772,255,708800000
1,27,2018-06-16,24849,774,98,309600000
1,27,2018-06-17,54736,522,49,208800000
1,27,2018-06-18,35592,359,26,143600000
1,28,2018-01-13,11585,465,61,347550000
1,28,2018-01-14,73806,2904,273,2214180000
1,28,2018-01-15,71431,1859,107,2142930000
1,28,2018-01-16,98994,2711,281,2969820000
1,28,2018-01-17,28859,701,63,865770000
1,28,2018-01-18,96570,1961,128,2897100000
1,28,2018-01-19,39092,1231,142,1172760000
1,28,2018-01-20,24576,719,78,737280000
1,28,2018-01-21,88319,3544,451,2649570000
1,28,2018-01-22,65702,3100,188,1971060000
1,28,2018-01-23,53746,611,84,1612380000
1,28,2018-01-24,89797,2947,198,2693910000
1,28,2018-01-25,69349,1090,93,2080470000
1,28,2018-01-26,87999,3410,265,2639970000
1,28,2018-01-27,37486,958,143,1124580000
1,28,2018-01-28,91224,1249,80,2736720000
1,28,2018-01-29,972,30,2,29160000
1,28,2018-01-30,60786,1613,136,1823580000
1,28,2018-01-31,38018,539,33,1140540000
1,28,2018-02-01,30631,1016,63,918930000
1,29,2018-12-21,86893,1125,85,1080000000
1,29,2018-12-22,42706,878,85,842880000
1,29,2018-12-23,95292,3303,477,3170880000
1,29,2018-12-24,68603,2140,282,2054400000
1,29,2018-12-25,72646,601,90,576960000
1,29,2018-12-26,30231,1506,222,1445760000
1,29,2018-12-27,60634,2622,317,2517120000
1,29,2018-12-28,48171,1335,183,1281600000
1,29,2018-12-29,93587,3076,208,2952960000
1,29,2018-12-30,7370,314,21,301440000
1,29,2018-12-31,39469,1304,74,1251840000
1,30,2018-12-20,52028,510,37,545700000
1,30,2018-12-21,92846,474,58,507180000
1,30,2018-12-22,92529,3239,234,3465730000
1,30,2018-12-23,82310,907,54,970490000
1,31,2018-04-01,76015,3217,446,1608500000
1,31,2018-04-02,18365,454,67,227000000
1,31,2018-04-03,24715,473,51,236500000
1,31,2018-04-04,32276,724,44,362000000
1,31,2018-04-05,62152,2183,253,1091500000
1,31,2018-04-06,50524,865,93,432500000
1,31,2018-04-07,16246,176,16,88000000
1,31,2018-04-08,87296,584,32,292000000
1,31,2018-04-09,81550,409,40,204500000
1,31,2018-04-10,57780,2034,191,1017000000
1,31,2018-04-11,26619,919,66,459500000
1,31,2018-04-12,15429,456,68,228000000
1,31,2018-04-13,40888,1818,126,909000000
1,31,2018-04-14,31542,909,51,454500000
1,31,2018-04-15,41282,780,40,390000000
1,31,2018-04-16,52471,2422,325,1211000000
1,31,2018-04-17,66237,2942,256,1471000000
1,31,2018-04-18,85570,609,89,304500000
1,31,2018-04-19,98265,2708,249,1354000000
1,31,2018-04-20,15517,325,33,162500000
1,31,2018-04-21,73700,3079,344,1539500000
1,31,2018-04-22,68350,3317,218,1658500000
1,31,2018-04-23,14568,647,86,323500000
1,31,2018-04-24,66255,430,55,215000000
1,31,2018-04-25,61971,2523,323,1261500000
1,31,2018-04-26,29348,976,87,488000000
1,31,2018-04-27,66906,891,97,445500000
1,31,2018-04-28,2482,99,12,49500000
1,31,2018-04-29,27049,965,98,482500000
1,32,2018-12-20,83101,2781,330,1445400000
1,32,2018-12-21,25768,522,41,179580000
1,32,2018-12-22,76869,818,107,468660000
1,32,2018-12-23,34659,1099,101,442380000
1,33,2018-01-18,68597,468,59,685970000
1,33,2018-01-19,17217,313,34,172170000
1,33,2018-01-20,30815,1277,174,308150000
1,33,2018-01-21,33977,1534,226,339770000
1,33,2018-01-22,21426,850,94,214260000
1,33,2018-01-23,94806,3977,582,948060000
1,33,2018-01-24,24591,257,14,245910000
1,33,2018-01-25,52727,671,37,527270000
1,33,2018-01-26,78648,413,49,786480000
1,33,2018-01-27,23484,558,63,234840000
1,34,2018-06-06,21325,298,25,268200000
1,34,2018-06-07,84925,3026,377,2723400000
1,34,2018-06-08,52750,1930,97,1737000000
1,34,2018-06-09,23293,1075,109,967500000
1,34,2018-06-10,73716,774,112,696600000
1,34,2018-06-11,66534,3261,196,2934900000
1,34,2018-06-12,98827,3617,377,3255300000
1,34,2018-06-13,89774,1741,152,1566900000
1,34,2018-06-14,165,4,1,3600000
1,34,2018-06-15,33666,358,47,322200000
1,34,2018-06-16,31644,859,104,773100000
1,34,2018-06-17,69986,997,124,897300000
1,34,2018-06-18,7733,330,21,297000000
1,34,2018-06-19,29479,444,34,399600000
1,34,2018-06-20,43095,724,67,651600000
1,34,2018-06-21,78080,1074,83,966600000
1,34,2018-06-22,9041,146,9,131400000
1,34,2018-06-23,4631,104,15,93600000
1,34,2018-06-24,40248,1522,207,1369800000
1,34,2018-06-25,77685,1054,153,948600000
1,34,2018-06-26,36025,1613,186,1451700000
1,35,2018-04-07,95239,3627,231,2792790000
1,35,2018-04-08,35143,196,13,150920000
1,35,2018-04-09,70196,1828,138,1407560000
1,35,2018-04-10,31716,1117,93,860090000
1,35,2018-04-11,71345,362,54,278740000
1,35,2018-04-12,36125,244,24,187880000
1,35,2018-04-13,59030,1253,175,964810000
1,35,2018-04-14,80839,473,56,364210000
1,35,2018-04-15,94285,1379,180,1061830000
1,35,2018-04-16,88918,2429,194,1870330000
1,35,2018-04-17,20270,965,141,743050000
1,35,2018-04-18,70823,744,93,572880000
1,36,2018-08-17,89230,3058,257,2293500000
1,36,2018-08-18,82372,1986,139,1489500000
1,36,2018-08-19,18608,410,61,307500000
1,36,2018-08-20,71902,1477,122,1107750000
1,36,2018-08-21,97971,1729,152,1296750000
1,36,2018-08-22,894,41,6,30750000
1,36,2018-08-23,54969,2739,295,2054250000
1,36,2018-08-24,98118,3639,269,2729250000
1,36,2018-08-25,26022,764,54,573000000
1,36,2018-08-26,59325,319,24,239250000
1,36,2018-08-27,55415,2089,235,1566750000
1,36,2018-08-28,53664,1657,190,1242750000
1,36,2018-08-29,95050,3115,304,2336250000
1,36,2018-08-30,53385,2412,183,1809000000
1,36,2018-08-31,2739,42,4,31500000
1,36,2018-09-01,82371,2111,235,1583250000
1,36,2018-09-02,5375,81,9,60750000
1,36,2018-09-03,88238,2815,335,2111250000
1,36,2018-09-04,51836,1803,234,1352250000
1,36,2018-09-05,69774,404,29,303000000
1,36,2018-09-06,1956,61,3,45750000
1,36,2018-09-07,77871,3791,207,2843250000
1,36,2018-09-08,86448,3320,257,2490000000
1,36,2018-09-09,82592,2842,276,2131500000
1,36,2018-09-10,81972,2884,163,2163000000
1,36,2018-09-11,81506,1387,134,1040250000
1,36,2018-09-12,66951,1341,197,1005750000
1,36,2018-09-13,57926,2656,377,1992000000
1,37,2018-03-16,81031,2033,219,1620620000
1,37,2018-03-17,54516,1387,105,1090320000
1,37,2018-03-18,45741,1907,167,914820000
1,37,2018-03-19,95925,4084,219,1918500000
1,37,2018-03-20,69695,2374,127,1393900000
1,37,2018-03-21,66316,1387,148,1326320000
1,37,2018-03-22,44511,1950,159,890220000
1,37,2018-03-23,11701,208,11,234020000
1,37,2018-03-24,84667,2483,227,1693340000
1,37,2018-03-25,17100,570,51,342000000
1,37,2018-03-26,69814,3173,447,1396280000
1,37,2018-03-27,42992,1561,215,859840000
1,37,2018-03-28,27693,708,75,553860000
1,37,2018-03-29,52219,1636,127,1044380000
1,37,2018-03-30,39794,649,97,795880000
1,37,2018-03-31,64785,2076,223,1295700000
1,37,2018-04-01,21873,363,20,437460000
1,37,2018-04-02,77568,2070,291,1551360000
1,37,2018-04-03,53005,1247,73,1060100000
1,37,2018-04-04,21085,751,112,421700000
1,37,2018-04-05,50104,1296,145,1002080000
1,37,2018-04-06,3105,80,7,62100000
1,37,2018-04-07,83450,2222,330,1669000000
1,37,2018-04-08,31315,279,32,626300000
1,37,2018-04-09,2485,122,9,49700000
1,37,2018-04-10,14110,189,10,282200000
1,37,2018-04-11,88894,1284,71,1777880000
1,38,2018-09-13,74507,1798,206,1490140000
1,38,2018-09-14,3377,134,7,67540000
1,38,2018-09-15,23674,873,48,473480000
1,38,2018-09-16,25699,910,93,513980000
1,38,2018-09-17,92908,3897,543,1858160000
1,38,2018-09-18,25970,821,115,519400000
1,38,2018-09-19,59818,357,47,1196360000
1,38,2018-09-20,32643,1053,85,652860000
1,38,2018-09-21,98510,2960,434,1970200000
1,38,2018-09-22,41612,936,107,832240000
1,38,2018-09-23,28537,1049,111,570740000
1,38,2018-09-24,96949,3893,534,1938980000
1,38,2018-09-25,95679,3048,402,1913580000
1,38,2018-09-26,94793,526,74,1895860000
1,38,2018-09-27,79357,1159,61,1587140000
1,38,2018-09-28,70554,1591,136,1411080000
1,38,2018-09-29,34556,1559,146,691120000
1,38,2018-09-30,38090,1164,97,761800000
1,38,2018-10-01,8282,87,5,165640000
1,38,2018-10-02,82078,2947,247,1641560000
1,38,2018-10-03,89761,1887,127,1795220000
1,38,2018-10-04,37506,1079,113,750120000
1,38,2018-10-05,3824,84,7,76480000
1,38,2018-10-06,67185,791,98,1343700000
